comment,label
"Mấy con điện thoại giá bình dân dùng đã ok phết rồi, con này chắc phê lắm. Vsmart cứ thế này thì cần gì hàng ngoại hàng nhập các bác nhỉ",positive
Đọc bình luận toàn thấy muốn điện thoại cấu hình cao giống flaship nhưng yêu cầu giá phải rẻ cơ!! Bó tay,neutral
"Vsmart sắp phổ cập tất cả các phân khúc rồi, đang dùng em live khá ưng có lẽ nào sắp tới làm thêm em lux xem cái camera ẩn dưới màn hình là thích lắm rồi",positive
"wowww, nếu đúng là công nghệ camera ẩn thì chuẩn là sản phẩm cao cấp rồi. Vẫn chờ 1 em siêu phẩm đến từ nhà Vsmart để trải nghiệm",positive
Chắc chắn là dòng cao cấp rồi. Nhìn viền màn hình là kết rồi.,positive
Có esim và bảo mật thêm tý nữa là ngon làn cành đào Vsmart của tôi.,positive
Vậy là anh V sẽ làm điện thoại dòng cao cấp hơn... Đáng chờ đợi!!!,positive
Hóng quá. Rất mong sớm ra mắt,positive
Hy vọng Vsmart sẽ đứng số 1 Việt Nam về doanh số điện thoại trong tương lai gần. Ủng hộ Vsmart.,positive
"Hóng giá, trông đẹp phết nhỉ",positive
"Mlem mlemmm, chỉ mong đt ra sớm để dc chiêm ngưỡng và trải nghiệm,trò camera ẩn hay đóooo",positive
vsmart bắt đầu đánh sang dòng đt tầm trung r !! đáng để chờ đợi !,positive
"Đt Việt Nam mà công nghệ mới cập nhật nhanh thế này sao, đáng chờ đợi quá.",positive
Tuyệt quá. Khi nào ra mắt vậy ad?,positive
"Vsmart dần dần phổ cập tất cả các phân khúc rồi, đang dùng em live thấy khá ưng có lẽ nào đợt tới làm thêm em lux xem cái camera ẩn dưới màn hình là ưng cái bụng rồi đấy",positive
Chả có gì hay. Chỉ là đi sau oppo xiaomi. ,negative
Ngóng em nó. Chờ em nó ra là rước về thôi.,positive
"Tuyệt vời ,mình cũng từng nghĩ sẽ có camera dưới màn hình .Không ngờ ,một hãng Việt lại làm được",positive
Hi vọng Vsmart thiết kế mới. Mặt nhựa đen đặt vào khung nhôm với các góc tròn mấy năm nay ngán quá rồi.,negative
"Đang dùng 1 em Vsmart Active 3, rất hài lòng so với số tiền trên dướu 4 triệu bỏ ra. Nếu ra Lux, sẽ tiếp tục ủng hộ!",positive
"Vin group không cần mât công tìm thị trường ở đâu cho xa xôi, nếu làm tôt, thị phần 90 triệu dân Viêt Nam này sẽ luôn ủng hộ.",positive
Tích hợp thêm sPen nữa thì tôi sẽ dùng Vinsmart ngay và luôn,positive
Toàn thích đồ xịn nhưng ham rẻ. Chả có gì ngon mà rẻ đâu. Cái gì cũng có mặt trái của nó.,neutral
Hay quá. Nếu thêm tính năng chống nước và camera chụp đóng băng như Bphone86s nữa thì hoàn hảo!,positive
Cho xin ý kiến riêng chút: nếu đt ko có chụp phía trước là tôi khoái nhất (15năm tôi chưa xài loại chụp này) nhưng chụp phía sau vì công việc là ko thể thiếu.,neutral
Dưới 15tr mình sẽ mua dùng thử.,neutral
Nếu có điện thoại camera dưới màn hình trong năm nay thì chắc sẽ là của xiaomi với dòng Mi Mix hoặc sam với dòng note,neutral
Công nghệ đòi hỏi cao nhưng hiệu quả trải nghiệm chỉ được ngay lần đầu vì lạ lẩm thôi.,neutral
Thấy hấp dẫn rồi đó. Mong là thiết kế mỏng và khung kim loại thì đẹp,positive
Cảm quan thì thấy camera có vẻ phản ứng chậm và chất lượng chưa được tốt. Tôi rất tò mò về sản phẩm thực tế! Hi vọng Vinsmart tạo được tiếng vang lớn!,neutral
"Rất thú vị. Có điều rằng những công nghệ tiên phong lâu nay các hãng sx điện thoại chỉ đưa lên sản phẩm hàng nhà, không Vinsmart hợp tác với đơn vị nào về công nghệ này?",positive
m ko thấy nó lux.,negative
"Không bao giờ quan tâm đến điện thoại tàu, dù cấu hình nó quảng cáo có mạnh nhất thế giới cũng không có giá trị.",negative
"Sự thật là nếu TQ làm ăn đàng hoàng trung thực thì đến nay đã vượt Samsung nhưng rất tiếc là đã từ lâu để lại tiếng xấu, tôi vẫn ngại dùng đồ TQ thôi thì cứ Sam, Táo mà dùng vậy.",negative
Hàng Trung Quốc không thiện cảm.,negative
"Nhìn giá, thiết kế, cấu hình,...mà nản cho Bom phone.",negative
Bây giờ chẳng mấy ai tin vào cái Antutu mạnh là máy mạnh. Iphone dù thấp hơn các hãng khác nhưng nó vẫn vật chết các máy Android,neutral
Bphone đâu không có à,neutral
Hiện tại một là sam sung hai là Apple,neutral
"Tốt có nào thì tốt, mà thấy Trung Quốc là không mua.",positive
"Để có con số khủng như thế thì thiếu gì cách,vấn đề là sản phẩm có bền ,tốt và mượt hay ko",neutral
"Máy Trung Quốc chỉ dùng sơ cua thôi, điện thoại chính của tôi vẫn không tin dùng hàng Tàu, lúc mới thì còn tốt chứ sau 1 năm phát sinh đủ các lỗi",neutral
Chip Helio G90T trên Xiaomi redmi note 8 pro chơi game khá nhanh nóng máy. Đó là yếu điểm cố hữu mà chip MTK xưa nay không bằng chip Snapdragon.,negative
"Ơ, sao không có nhiếp ảnh điện toán của anh Quảng BKAV nhỉ",neutral
Toàn là hàng Tầu. K chơi,negative
Tính mua máy mới nhưng lại ngập ngừng chờ mạng 5G để mua máy có hỗ trợ 5G,neutral
"Nói không với điện thoại trung quốc, cứ hàng của bác Trump mà sài.",neutral
"Mua con realme x2 giá 4tr8 xài ngon lành cành đào hơn mấy con a51,a71 chỉ có mỗi camera màu nó k trung thực hơi khó chịu",neutral
Sao không thấy 2 con xiaomi k20 pro và k30 pro vậy ta,neutral
"Samsung thì từ thời j7 prime trở về trước thôi, chứ samsung giờ thì bỏ ,hàng toàn kém chất lượng. Bây giờ dùng Vsmart của Việt Nam",negative
"Cứ sam sung mà mua, ngon bổ rẻ",positive
Là dân kỹ thuật nhưng khi cầm cái máy không có dịch vụ Google thì tui cũng chẳng biết sử dụng nó sao cho phù hợp với công việc và giải trí.,neutral
"tôi dùng blackberry priv, thích cảm giác trược lên và bấm bàn phím. còn lại về hiệu năng hay giải trí chất lượng gì đó tôi không để ý lắm.",positive
"Very good, B86 như vậy là quá tốt rồi. Bkav tập trung vào những tính năng thiết thực như camera, chống nước, esimn ...và đặc biệt là bảo mật như vầy thì quá hay. CHẤT",positive
"Xài cái này gọi bồ nhí thì bá cháy. Đặt mỗi em 1 số, em số 1, em số 2, em số n. Với bảo mật của BKAV nữa thì đố bx nào lần ra.",positive
Cái quan trọng nhất mà người dùng cần là máy nhanh khoẻ chip tốt thì bkav không chú ý đầu tư!!!!,negative
"9 triệu chíp Snap 6xx, 11 triệu chíp A13 hỗ trợ lâu dài. Cho em hỏi dùng cái nào tốt hơn?",neutral
Tính ra cũng chỉ 1 SIM online. Vậy chức năng này được tạo ra để lấy số thôi ?,neutral
Từng xài được 2 tuần sau đó thì ..không có sau đó nữa.,neutral
Chẳng hiểu làm tới 16 số làm gì cho chi phí tăng? để tạo ra cái máy có giá thành cao hơn. Người dùng cùng lắm cũng chỉ cần 3-4 số là nhiều lắm rồi.,neutral
"16 sđt, vậy phải đăng kí mỗi số chuyển cuộc gọi 15 số, mình hiểu đúng không nhỉ. Nhưng mà nhu cầu nào mà sử dụng đến 16 số cho 1 người ?",neutral
TÀI GIỎI THẬT.CHÚC MỪNG,positive
Sao cái cụm camera vuông giống của iPhone vậy. Haizz,negative
Thừa hai sim đã là quá đủ ví dụ 1 call 1 data,neutral
Ai mà cần xài nhiều sim thế không biết,neutral
Nhiều sim thế để làm gì ? Max 2 sim là quá đủ rồi,neutral
Cho tới khi esim chưa phát hành tại Việt Nam thì có lẽ chưa cần thiết lắm,neutral
"Ồ...chơi lớn luôn, các hãng khác tuổi gì",neutral
"thôi,cho cũng không thèm xài,không dám xài,sợ bảo mật lắm",negative
Sẽ ủng hộ Bkav khi có nhu cầu mua điện thoại mới. Ủng hộ hàng Việt chất lượng.,positive
Tôi đang dùng esim thấy nó khác thế nhỉ ? Esim của tôi chỉ cần ra bưu điện đăng ký họ cho cái ảnh về quét vào là xong.,neutral
THẬT KHÔNG THỂ TIN NỔI,positive
Nhiều lúc thấy ông nổ hơi quá đà,neutral
16 số thì pin phải tầm 20k mah mới đủ dùng trong ngày mất..,neutral
Mạng 5G chuẩn bị ra rồi mà bphone vẫn chọn 3G với 4G tiếc quá,negative
"Tôi đảm bảo 7plus ko lỗi thời tại thời điểm này! 6plus vẫn còn khối người dùng huống chi 7p, giá thấp thì dễ tiếp cận mọi người hơn để họ trãi nghiệm,..tôi còn xài 6s đây nè!",neutral
"Chẳng hãng nào làm được như Apple, không những 7 plus mà dòng 6s/6s plus gần 6 năm tuổi vẫn còn sản xuất và vẫn rất thịnh hành",positive
Tôi thà mua con A51 hoặc reamel 3 còn hơn iphone 7 plus,negative
7plus 32 gb giá bán đó quá mắc,negative
Tối chán ip từ lâu lắm rồi,negative
Người Việt giàu thật,positive
Ko có tiền mua như tui thì Tui chán là phải thôi .Ước mơ của bao người ở đó mà chán,neutral
Tui mua 7plus cũ năm trước. Đến bây giờ xài vẫn ok. Giá bây giờ tốt nữa. Mọi người nên mua 7plus đỡ tốn tiền,positive
Bây giờ tiền ăn còn khó. Ai mà mua mười mấy triệu. Mua cái 3 triệu xài tẹt ga,neutral
"Một nhà 4 người mua 4 cái iPhone 7 trong năm 2016, không lẽ đến lúc có ý định đổi mới họ tiếp tục mua 4 iPhone 7?",neutral
Cùng thời với nó thì các android đã đi đầu thai lâu rồi.,neutral
Cũ rồi thì phải chán thôi chứ sao. Em nó đã hoàn thành xuất sắc nhiệm vụ rồi.,neutral
"Cháu tôi mua trả góp 7 Plus, chưa trả hết tiền, haha. Nói vậy chứ 7 Plus xài 5 năm nữa vẫn phơi phới",positive
"Iphone 6s lock mình mua đc 1 năm chạy vẫn ngon lành, hỏng thì tính lên 7 hoặc 7+ =)) còn nó ko hỏng chắc cũng hổng cần thay :v",positive
"Thế là mình lỗi thời rồi, giờ muốn kịp thời thì phải bỏ ra 20 củ, 3 năm sau lại lỗi thời...hix",neutral
"Tốc độ chíp các dòng từ 7plus là không hơn nhau nhiều,chỉ khác nhau thiết kế và camera",neutral
"Ifan đúng thông minh, đến giờ còn bỏ mười mấy triệu mua con máy từ 5 năm về trước",neutral
"À...à...à có 1 bộ phận không nhỏ luôn chạy theo cái mới nhất,đắt nhất. Cũng phải nhỉ,nhờ có vậy 1 bộ phận không nhỏ nữa không có điều kiện như tôi được sờ tới nó.",neutral
"Tôi đang dùng 7 nhỏ. Thấy phù hợp với thực tế của bản thân. Mới, đời cao ai chả thích. Chả có gì lỗi hay ko lỗi.",positive
Mình thích đt nhỏ xinh như hồi xưa. Nắp gập hay trượt lên. Đt giờ to quá cầm mỏi tay. Chơi game hay xem phim mua máy tính bảng mà dùng.,neutral
Tôi đang xài 4s và thấy vẫn còn rất ok,positive
"Giá mà hđh Windows Phone có kho ứng dụng đầy đủ như iOS và Android thì tốt biết bao. Tôi vẫn đang dùng và hài lòng với Lumia 730, 830.",positive
"Tôi dùng ip6 từ năm 20 tuổi, năm nay 26 tuổi rồi mà không thấy chán.",positive
Nói chung tất cả các dòng IPhone từ 2G (đời đầu) cho đến 11 Pro Max (mới nhất) chỉ sau vài năm sử dụng rồi cũng lỗi thời nhanh chóng thôi,negative
"Tôi thấy khó hiểu với các bạn trẻ khi mua một sản phẩm vượt trội về khả năng tài chính để còng lưng trả góp, chịu đủ thứ phí. Cách làm ấy chỉ phù hợp nếu đấy là một sản phẩm mà thiếu nó, bạn sẽ khó khăn trong công việc.",negative
"Vẫn là cảm giác ""đáng tiền"" để thể hiện mình ""có tiền"" thôi",neutral
"Mình vẫn xài 7plus thôi coi phim, lên mxh ầm ầm thôi nhưng nếu mua mới ai lại mua 7plus - mua hẳn ip11 xài luôn 6,7 năm nữa.",positive
Làm j lỗi thời người ta chuyển qua mua máy lướt chỉ 6tr đẹp 95%,neutral
6s plus vẫn chạy phà phà,positive
7plus mà chê sao chắc khách ngày càng giàu chứ không phải chán hi hi !,neutral
"Doanh số thấp là do máy nó down giá nhiều thôi, chứ nói về số lượng bán ra, tin chắc 7plus vẫn vô điịch",positive
"ai chán pass lại mình nhá, đang dùng ip6 2 năm rồi muốn lên đời điện thoại",neutral
"Đang xài 7 lết đây, vẫn mướt như ngày nào...",positive
"Tui ko hiểu tại sao thiết kế ip se2 giống ip8 mà lại bán chạy ,trông khi đó tui ko thấy ai xài cả ,ko lẽ thông số ảo để quảng cáo thôi",neutral
Vẫn dùng ip5s đây mà giờ đã lên ip mười mấy rồi đúng là chạy đua công nghệ mệt lắm.,neutral
"Bài viết khá hay, Apple rất thích điều này, vì đây giống như một qui luật thay thế tự nhiên của một sản phẩm.",positive
Ko lỗi thời nhưng vấn đề là 7puls hay lỗ vặt nên họ chán,neutral
Dùng Iphone thì chả chê được cái gì cả,positive
Tôi thích đọc sách và xem tivi hơn.,neutral
7+ giá chính hãng vẫn trên trời.,negative
Nếu chạy theo thời thượng thì tất nhiên nó lỗi thời là đúng rồi...tôi cũng đang sử dụng tốt nhé.,neutral
Lỗi thời hay k thì tôi k biết chứ bỏ 14tr để mua thì quá là điên rồ.,negative
7 plus mua về chỉ để xem đế chế. Ai dè android lại có facebook gamming. Thế là 7 plus lại thành đồ thừa,negative
"Đến tận hôm nay tôi vẫn chưa nhìn hoặc trông thấy chiếc Bphon nào ngoài đời, mặc dù tôi đang sống giữa trung tâm thành phố Hà nội.",neutral
Có bạn nào mà chưa thấy Bphone ngoài thị trường như mình không ta???,neutral
"B là viết tắt của Bom, các con số phía sau thể hiện sức công phá của quả bom ấy. 86 là sức công phá lớn nhất trong 3 model BKAV giới thiệu lần này.",neutral
Hàng limited... rất hiếm thấy trên thị trường,neutral
"Quyết tâm dành tiền đợi khi nào bphone ra mắt mode B52 , và B72, để mua cả 2 mẫu này,",neutral
"86 là phát lộc. Chúc Bphone thành công và phát lộc, còn tôi dùng Samsung.",positive
